id;name;object;capital;capital_currency;capital_share;capital_share_perc;source;source_link;source_date;parent
351;DB Busverkehr Hessen GmbH, Weiterstadt ;Personalbeförde- rung mit Kfz im Linienverkehr ;51.2;EUR;51.2;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Personenvervoer Nederland BV, Heerenveen 
352;DB Danmark Holding ApS, Hvidovre/Dänemark ;Erwerb, Besitz, Verwaltung und Verkauf von Beteiligungen ;1.000.000;DKK;1.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Personenvervoer Nederland BV, Heerenveen 
353;DB Dialog GmbH, Berlin ;Erbringung von Telefonmarketing- und Service- leistungen für Unternehmen der Deutsche Bahn AG sowie für Dritte ;614;EUR;614;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva (2007) Limited, Sunderland 
354;DB Dienstleistungen GmbH, Berlin ;Planung, Organi- sation, Vertrieb und  Koordination der durch verbundene Unternehmen er- brachten Dienst- leistungen ;150;EUR;150;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva (2007) Limited, Sunderland 
355;DB Energie GmbH, Frankfurt/Main ;Betreiben einer öffentlichen Eisenbahninfra- struktur, Erzeugung, Verarbeitung, Übertragung, Verteilung und Vermarkung von Energie ;51.667.000;EUR;51.667.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Mobility Logistics AG, Berlin 
356;DB Fahrzeuginstand- haltung GmbH, Berlin ;Erbringung von Dienstleistungen für Eisen- bahnverkehrs- und Infrastruktur- unternehmen auf dem Gebiet des Verkehrswesens ;231;EUR;231;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB France Holding SAS, Gennevilliers Cedex 
357;DB Fernverkehr Aktiengesellschaft, Frankfurt/Main ;Erbringen, Ver- markten und Koor- dinierung von Ver- kehrsleistungen ;512.000.000;EUR;512.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;KfW Beteili- gungsholding GmbH, Bonn 
358;DB France Holding SAS, Gennevilliers Cedex/Frankreich ;Halten von Beteiligungen so- wie die Erbringung von Dienst- leistungen für diese Beteiligun- gen exklusiv für die Deutsche Bahn Gruppe ;529.037.000;EUR;529.037.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Joyau S.A., Montaigu Cedex 
359;DB FuhrparkService GmbH, Frankfurt/Main ;Bedarfsgerechte Vorhaltung und die Verwaltung von Kraftfahrzeugen ;256;EUR;256;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Regio Aktiengesellschaft, Frankfurt/Main 
360;DB Gastronomie GmbH, Frankfurt/Main ;Erbringung, Ver- marktung und Koordinierung von Leistungen aller Art im Gastronomie- bereich ;512;EUR;512;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Compañía Aragonesa de Portacoches S.A., Zaragoza 
361;DB Intermodal Services GmbH, Mainz ;Errichtung, Finan- zierung und der Betrieb öffentlicher Umschlaganlagen ;1.304.000;EUR;1.304.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Energiewerke Nord GmbH 
362;DB International Brasil Servicos de Consultoria Ltda., Rio de Janeiro/Brasilien ;Beratungsgesellsc haft Transport & Logistik ;286.4;BRL;283.4;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Marcroft Holding Ltd, Doncaster 
363;DB International GmbH, Berlin ;Arbeiten auf dem Gebiet des Bau- und Verkehrswesens, insb. Planung, Projektmanage- ment und Bauüberwachung ;3.580.000;EUR;3.580.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Motor Holdings Limited, Sunderland 
364;DB International (Beijing) Co., Ltd., Peking/China ;;2.500.000;CNY;2.500.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker Mauritius (Malaysian Holdings) Ltd., Port Louis 
365;DB JobService GmbH, Berlin ;Arbeitsvermittlung von Arbeitnehmern ;2.500.000;EUR;2.500.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker (Thai) Holdings Ltd., Bangkok 
366;DB Kommunikations- technik GmbH, Berlin ;Beschaffung, Erbringung, Vermarktung und Koordinierung von Planungs-, Service-, Wartungs-, Projekt- und sonstigen Dienstleistungen ;2.557.000;EUR;2.557.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker Limited, FelthamMiddlesex 
367;DB Mobility Logistics AG, Berlin ;Leitung einer Gruppe von Unternehmen ;1.000.000.000;EUR;1.000.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker (BAX) Holding Corp., Tarrytown New York 
368;DB Mobility Services Austria GmbH, Wien/Österreich ;Dienstleistungen im Zusammenhang mit Mobilität ;300;EUR;300;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker International (HK) Ltd., Hong Kong 
370;DB PORT SZCZECIN Sp. z.o.o., Szczecin/Polen ;Umschlag- dienstleistungen ;15.879.750;PLN;15.371.598;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;BVO Busverkehr Ostwestfalen GmbH, Bielefeld 
371;DB Regio Aktiengesellschaft, Frankfurt/Main ;Erbringung, Ver- marktung und Koordinierung von Verkehrs- leistungen des Schienen- und straßengebunde- nen ÖPNV ;410.000.000;EUR;410.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Schenker Rail (UK) Holdings Ltd, Doncaster 
