id;name;object;capital;capital_currency;capital_share;capital_share_perc;source;source_link;source_date;parent
462;Hypo Pfandbrief Bank International S.A., Luxemburg ;Kreditinstitut ;1.000.000;EUR;1.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva (2007) Limited, Sunderland 
463;Hypo Property Investment Ltd., London ;Finanzunternehm en (§ 1 Abs. 3 KWG) ;200;GBP;200;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker AG, Essen 
464;Hypo Property Services Ltd, London ;Finanzunternehm en (§ 1 Abs. 3 KWG) ;100;GBP;100;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker Nederland B.V.,Tilburg 
465;Hypo Public Finance Bank puc, Dublín ;Kreditinstitut ;514.900.000;EUR;514.900.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Schweiz Holding AG, Zug 
466;Hypo Real Estate Capital Corp., New York ;Finanzdienstleistu ngsinstitut (§ 1 Abs. 1a KWG) ;411.500.000;USD;411.500.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;KfW Beteili- gungsholding GmbH, Bonn 
467;Hypo Real Estate Capital India Corporation Private Ltd i.L., Mumbai ;Gesellschaft befindet sich in Abwicklung/keine operative Tätigkeit mehr ;26.715.000;INR;26.715.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;FMS-WM 
468;Hypo Real Estate Capital Japan Corporation, Tokio ;Kreditvermittler/ gewerbliche Immobilienfinanz- ierung auf dem jap. Markt ;30.000.000.000;JPY;30.000.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;FMS-WM 
469;Hayabusa Godo Kaisha, Tokio ;Erwerb, Entwicklung, Verwertung, Vermittlung und Verwaltung von Grundstücken (Rettungserwerb) ;70.000.000;JPY;70.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva UK Trains Limited, Sunderland 
470;Hypo Real Estate International Trust I, Wilmington, Delaware ;Vehikel zur Ausgabe von Hybrid Anleihen ;50;EUR;50;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Bundesanstalt für Immobilienaufgaben (bis 31.12.2013 Bundesanstalt für vereinigungs- bedingte Sonderaufgaben) 
471;I.M. „Moldromukrtrans“ S.R.L., Chisinau/Moldawien ;;3.900.000;MDL;1.299.870;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Deutsche Pfandbriefbank AG, München 
472;IMMO Immobilien Management GmbH & Co. KG, München ;Anbieter von Nebendienst- leistungen (Verwaltung eigenen Vermögens, einschl. Erwerb, Halten und Veräußern von Beteiligungen ;28.723.500;EUR;28.723.500;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva UK Trains Limited, Sunderland 
473;Infra Silesia S.A., Rybnik/Polen ;Landtransport ;1.442.000;PLN;1.442.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Weser-Ems Busverkehr GmbH (WEB), Bremen 
474;Intercambiador de Transportes Principe PIO S.A., Madrid/Spanien ;Personenverkehr ;13.250.000;EUR;3.975.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker Schweiz AG, Zürich 
475;INTERCONTAINER - INTERFRIGO SA i.L., Basel/Schweiz ;Organisation und Entwicklung von kombinierten Transporten unter geregelter Temperatur ;18.300.000;EUR;3.089.040;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Mobility Logistics AG, Berlin 
476;Intertec Beteiligungs- GmbH, Landau ;Handel mit technischen und verwandten Produkten aller Art ;5.000.000;EUR;5.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Hungaria Holding Kft., Budapest 
477;INTERTEC Polska Sp. zo.o., Warschau/Polen ;Sortimente ;504;PLN;504;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DEPFA Bank plc, Dublin 
478;Intreprinderea Mixta “S.C. Schenker” S.R.L., Chisinau/Modawien ;;258;USD;250.805;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Flint Nominees Ltd, London 
479;Joyau S.A., Montaigu Cedex/Frankreich ;Nationaler Landverkehr ;322.276;EUR;322.092;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Flint Nominees Ltd, London 
480;Kahlgrund-Verkehrs- GmbH, Schöllkrippen ;Betrieb der Eisenbahn zwischen Kahl (Main) und Schöllkrippen zum Zweck der Beförderung von Personen und Gütern ;6.574.000;DM;1.840.720;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DEPFA Bank plc, Dublin 
481;KfW Beteiligungsholding GmbH, Bonn ;Erwerb und Halten von Beteiligungen an anderen Kapi- talgesellschaften ;325.000.000;EUR;325.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;FMS-WM 
482;KfW IPEX-Bank GmbH, Frankfurt/Main ;Betrieb von Kredit- und Garantiege- geschäften im In- teresse der deutschen und europäischen Wirtschaft (gegründet 03/07) ;1.100.000.000;EUR;1.100.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Deutsche Pfandbriefbank AG, München 
483;KfW IPEX- Beteiligungsholding GmbH, Frankfurt/Main ;Erwerb und Halten von Beteiligungen an anderen Kapitalgesell- schaften ;2.560.000;EUR;2.560.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Deutsche Pfandbriefbank AG, München 
484;Kiinteistö Oy Helsingin Metsäläntie 2-4, Helsinki/Finnland ;;6.727.517;EUR;6.727.517;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Hypo Real Estate Capital Japan Corporation, Tokio 
485;Kiinteistö Oy Porin Kiitolinja, Pori/Finnland ;Immobilien- gesellschaft ;63;EUR;63;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Deutsche Pfandbriefbank AG, München 
486;Kiinteistö Oy Reininkatu 9, Vaasa/Finnland ;Immobilien- gesellschaft ;422.5;EUR;422.5;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Deutsche Pfandbriefbank AG, München 
487;Kiinteistö Oy Seinäjoen Kiitolinja-asema, Seinäjoki/Finnland ;Immobilien- gesellschaft ;122.4;EUR;122.4;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Schenker Rail Polska S.A., Zabrze 
488;Kiinteistö Oy Turun Nosturinkatu 6, Turku/Finnland ;Immobilien- gesellschaft ;1.901.790;EUR;1.901.790;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Mobility Logistics AG, Berlin 
489;Kiinteistömaaliikenne Oy, Helsinki/Finnland ;Immobilien- gesellschaft ;2.475.000;EUR;1.353.825;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Intertec Beteiligungs- GmbH, Landau 
490;KM S.P.A., Cremona/Italien ;;2.370.000;EUR;1.161.300;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Kreditanstalt für Wiederaufbau (KfW), Frankfurt/Main 
491;KOB GmbH, Oberthulba ;Personenbeförde- rung mit Kfz im Linienverkehr ein- schließlich des nicht genehmi- gungspflichtigen Verkehrs, im Ge- legenheitsverkehr ;300;EUR;210;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;KfW IPEX- Beteiligungs- holding GmbH, Frankfurt/Main 
492;Kombiverkehr Deutsche Gesellschaft für kombinierten Güterverkehr mbH & Co. KG, Frankfurt/Main ;Organisation und Durchführung von Transporten von Lastfahrzeugen und Behältern auf der Schiene ;7.386.500;EUR;32;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Kreditanstalt für Wiederaufbau (KfW), Frankfurt/Main 
493;Kreisbahn Aurich GmbH, Aurich ;Betrieb von Kraftfahrlinien sowie Gelegenheits- verkehr mit Omnibussen ;1.935.000;DM;644645.999;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Oy Schenker East AB, Helsinki 
494;Langtradaren i Jämtland AB, Göteborg/Schweden ;Immobilien- gesellschaft ;1.600.000;SEK;1.600.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Oy Schenker East AB, Helsinki 
495;LGP Lagerhaus- gesellschaft Pfullendorf mbH i.L., Pfullendorf ;Gewinnorientierte Dienstleistungen im Umschlag-, Kommissionier- und Lagerbereich ;154;EUR;100.1;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Oy Schenker East AB, Helsinki 
496;LHD Group GmbH ;;500;EUR;500;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Oy Schenker East AB, Helsinki 
497;LMG2, LLC Wilmington/ Virginia ;Beteiligungs- gesellschaft mit überwiegend nicht finanziellem Anteilsbesitz ;1.000.000;USD;250;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Oy Schenker East AB, Helsinki 
498;Loadhaul Ltd, Doncaster/ Großbritannien ;Schienen- güterverkehr ;7.000.000;GBP;7.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Schenker Property Sweden AB, Göteborg 
499;Logística Sanmival S.L., Aduana Burgos/Spanien ;;210;EUR;157.5;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;LH Bundeswehr- Bekleidungsge- sellschaft mbH, Köln 
500;Lokomotion Gesellschaft für Schienentraktion mbH, München ;Entwicklung, Pla- nung, Erprobung, Vermarktung und Durchführung von Schienentraktions- leistungen ;2.600.000;EUR;780;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Boreal & Austral Railfreight Ltd, Doncaster 
501;London and North Western Railway Company Limited, Sunderland/ Großbritannien ;Schienen- personenverkehr ;7.757.204;GBP;7.757.204;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva UK Trains Limited, Sunderland 
502;Luxemburger Transport Logistik Diekirch S.A., Wilwerdange/ Luxemburg ;;53.785;EUR;53.785;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;SCHENKER N.V., Antwerpen 
503;M40 Trains Limited, LondonSunderland/Gro ßbritannien ;Holding- gesellschaaft ;376.310311;GBP;376.311;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Regio UK Limited, LondonArriva Trains Holdings Limited, Sunderland 
504;Mainline Freight Ltd, Doncaster/Großbritanni en ;Schienen- güterverkehr ;8.600.000;GBP;8.600.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Boreal & Austral Railfreight Ltd, Doncaster 
505;Marcroft Holdings Ltd, Doncaster/ Großbritannien ;Holding- gesellschaft ;140;GBP;140;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Railway Investments Ltd, Doncaster 
506;Maurer Electronics GmbH, München Deutschland ;Entwicklung, Planung und Vertrieb von elektronischen und feinmech. Geräten ;70;EUR;70;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Bundesdruckerei GmbH, Berlin 
507;Mataki Kemi AB, Malmö ;;10.000.000;SEK;10.000.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Stinnes Logistics GmbH, Mühlheim/Ruhr 
508;MDL Distribución y Logistica S.A. Madrid/Spanien ;Lagerung von Transporten ;120;EUR;120;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Transfesa Ferroviarios Especiales S.A., Madrid 
509;MegaHub Lehrte Betreibergesellschaft mbH, Hannover ;Betreiben einer öffentlichen Um- schlaganlage für den kombinierten Verkehr in Lehrte ;1.200.000;EUR;900;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Motor Holdings Limited, Sunderland 
510;Merseyside Transport Limited, Sunderland/ Großbritannien ;Mantelgesellschaft ;900;GBP;900;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;TGM (Holdings) Limited, Sunderland 
511;Mitteldeutsche Eisenbahn GmbH, Merseburg ;Durchführung schienengebun- dener Logistik- dienstleistungen in und zwischen An- schlussbahnbe- trieben ;100;EUR;80;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Plc, Sunderland 
512;Moor-dale Coaches Limited, Sunderland/ Großbritannien ;Personenverkehr ;500;GBP;500;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;TGM (Holdings) Limited, Sunderland 
513;MTL Services Limited, Sunderland/ Großbritannien ;Holding- gesellschaft ;;EUR;;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Nitra a.s., Nitra 
514;Network Colchester Limited, Sunderland/ Großbritannien ;Personenverkehr ;335;GBP;335;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Motor Holdings Limited, Sunderland 
515;Nitravel s.r.o., Nitra/Slowakei ;;190.309;EUR;190.309;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Motor Holdings Limited, Sunderland 
516;NordCargo S.r.I., Mailand/Italien ;Durchführung und/oder Vermarktung von Schienengüter- verkehr ;3.000.100;EUR;1.800.060;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;Arriva Personenvervoer Nederland BV, Heerenveen 
517;Northern Spirit Limited, Sunderland/ Großbritannien ;Mantelgesellschaft ;325;GBP;325;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;BVO Busverkehr Ostwestfalen GmbH, Bielefeld 
518;Northern Spirit Trains Limited, Sunderland/Großbritan nien ;Mantelgesellschaft ;3.500.000;GBP;3.500.000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Regio Aktiengesellschaft, Frankfurt/Main 
519;NSH Nahverkehr Schleswig-Holstein GmbH, Kiel ;Erstellung trans- parenter und zeit- naher Abrech- nungen über Ein- nahmen der Ge- sellschafter aus dem SH-Tarif ;50;EUR;12.25;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;2014-12-31;DB Regio Aktiengesellschaft, Frankfurt/Main 
