id;name;capital;capital_currency;capital_share;capital_share_perc;source;source_link;source_date;children;parents;parent;type
314;Beijing HuaJing DeBo International Engineering Consulting Co., Ltd, Beijing/China ;6000000;CYN;1500000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Technische Beratungsgesellsc haft
315;Berliner Energieagentur GmbH, Berlin ;2557200;EUR;639,3;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Transport Ceska Republika a.s., Prag ;Energiedienst- leistungen, insb. Planung und Finanzierung von Maßnahmen zur umweltschon- enden Energie- erzeugung und – nutzung
74;Berliner Zentrum für Internationale Friedenseinsätze gGmbH (AA);25000;EUR;25000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=78;31.12.2014;;1;;
316;BLS Cargo AG, Bern ;60000000;CHF;27000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Plc, Sunderland ;Erbringung von Gütertransport- leistungen auf der Schiene und mit kombinierten Transportmitteln
317;Boreal & Austral Railfreight Ltd, Doncaster/ Großbritannien ;67500000;GBP;67500000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Personenvervoer Nederland BV, Heerenveen ;Holding- gesellschaft
318;British Bus (Properties) Limited, Sunderland/ Großbritannien ;10000100;GBP;10000100;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva International Limited, SunderlandARRIVA SPAIN HOLDING, S.L., Madrid ;Immobilien- entwicklungs- gesellschaft
319;British Bus Limited, Sunderland/ Großbritannien ;2587000;GBP;2587000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Holding- gesellschaft
320;BRN Busverkehr Rhein-Neckar GmbH, Mannheim;3580000;EUR;3580000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Personenbeförde- rung mit Kfz im Linien- und Ge- legenheitsverkehr
321;Broadwood Finance Company Limited, Sunderland/ Großbritannien ;250;GBP;250;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Finanzintermediär
322;BRS Busverkehr Ruhr- Sieg GmbH, Meschede ;500;EUR;500;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Personenvervoer Nederland BV, Heerenveen ;Personenbeförde- rung mit Kfz im Linienverkehr einschließlich des nicht geneh- migungspflichtigen Verkehrs, im Gelegen- heitsverkehr
109;Brückeninstitut DREI AG;250000;EUR;250000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=113;31.12.2014;;1;;
107;Brückeninstitut EINS AG;5000000;EUR;5000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=111;31.12.2014;;1;;
108;Brückeninstitut ZWEI AG;5000000;EUR;5000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=112;31.12.2014;;1;;
336;BSV Verwaltungs- gesellschaft mbH i.L., Berlin ;3834689,1;EUR;3834689,1;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Personenvervoer Nederland BV, Heerenveen ;Geschäftsführung, Verwaltung, Liqui- dation und Ver- mögensverwert- ung
323;BTL AB, Göteborg ;1405299663;SEK;1405299663;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Plc, Sunderland ;Transport & Logistik
324;BTL Nord GmbH, Lübeck ;20000000;DM;20000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Coöperatie W.A., Heerenveen ;Betrieb eines Spe- ditionsgeschäftes
325;BTL Reinsurance S.A., Luxemburg/Luxemburg ;15000000;SEK;15000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;DB UK Holding Limited, DoncasterDB (UK) Investments Limited, Sunderland ;Konzerneigene Versicherungs- gesellschaft
326;BTU - Bilspedition Transportörer Utvecklings AB, Solna/Schweden ;500;SEK;250;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Coöperatie W.A., Heerenveen ;Transport & Logistik
2;Bundesanstalt für Finanzmarktstabilisierung, mit Finanzmarktstabilisierungsfonds;;;;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;1;;
5;Bundesanstalt für Immobilienaufgaben (Anstalt öffentlichen Rechts);1450000000;EUR;1450000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=9;31.12.2014;;1;;
3;Bundesanstalt für vereinigungsbedingte Sonderaufgaben;;;;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=7;31.12.2014;;1;;
88;Bundesbahn- Wohnungsbaugesellschaft Kassel mbH;2960000;EUR;151000;5,09;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=92;31.12.2014;;1;;
89;Bundesbahn-Wohnungsbaugesellschaft Regensburg mbH;2723000;EUR;139000;5,1;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=93;31.12.2014;;1;;
156;Bundesbeschaffung GmbH;70000;EUR;;100;Ausgliederungen und Beteiligungen des Bundes 2015;https://www.bmf.gv.at/budget/das-budget/Ausgliederungen_und_Beteiligungen_des_Bundes_Oktober_2015.pdf?5i7zdn;31.10.2015;;110;;
6;Bundesdruckerei GmbH;11100000;EUR;11100000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=10;31.12.2014;;1;;
171;Bundesimmobiliengesellschaft (BIG-Konzern);226000000;EUR;;100;Ausgliederungen und Beteiligungen des Bundes 2015;https://www.bmf.gv.at/budget/das-budget/Ausgliederungen_und_Beteiligungen_des_Bundes_Oktober_2015.pdf?5i7zdn;31.10.2015;;110;;
157;Bundespensionskasse AG;10300000;EUR;;100;Ausgliederungen und Beteiligungen des Bundes 2015;https://www.bmf.gv.at/budget/das-budget/Ausgliederungen_und_Beteiligungen_des_Bundes_Oktober_2015.pdf?5i7zdn;31.10.2015;;110;;
158;Bundesrechenzentrum GmbH;2200000;EUR;;100;Ausgliederungen und Beteiligungen des Bundes 2015;https://www.bmf.gv.at/budget/das-budget/Ausgliederungen_und_Beteiligungen_des_Bundes_Oktober_2015.pdf?5i7zdn;31.10.2015;;110;;
1;Bundesrepublik Deutschland;;;;;;;;;;;
7;Bundesrepublik Deutschland - Finanzagentur GmbH;26000;EUR;26000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=11;31.12.2014;;1;;
117;Bundessporteinrichtungen GmbH;73000;EUR;;100;Ausgliederungen und Beteiligungen des Bundes 2015;https://www.bmf.gv.at/budget/das-budget/Ausgliederungen_und_Beteiligungen_des_Bundes_Oktober_2015.pdf?5i7zdn;31.10.2015;;110;;
172;Bundestheater-Holding GmbH;11500000;EUR;;100;Ausgliederungen und Beteiligungen des Bundes 2015;https://www.bmf.gv.at/budget/das-budget/Ausgliederungen_und_Beteiligungen_des_Bundes_Oktober_2015.pdf?5i7zdn;31.10.2015;;110;;
327;Bürg Trans GmbH, Düsseldorf ;125;EUR;125;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Polen Holding B.V., Heerenveen ;Express und Transportdienst- leistungen
174;Burgtheater GmbH;-3969000;EUR;;;Ausgliederungen und Beteiligungen des Bundes 2015;https://www.bmf.gv.at/budget/das-budget/Ausgliederungen_und_Beteiligungen_des_Bundes_Oktober_2015.pdf?5i7zdn;31.10.2015;;110;;
328;Bus Nort Balear s.l., Alcudia/Spanien ;149,652;EUR;149,652;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Transport Ceska Republika a.s., Prag ;Personenverkehr
329;Bus Point Srl, Lallio (BG)/Italien ;100;EUR;30;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva International (2) Limited, SunderlandDB Polska Holding Sp. Z o.o., Zabrze ;Instandhaltungs- gesellschaft
330;Busdan 32.1 A/S, Kastrup/Dänemark ;102000500000;DKK;102000500000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Vermögens- verwaltung
331;BUSDAN 33 ApS, Kastrup/Dänemark ;2574000;DKK;2574000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva UK Trains Limited, Sunderland ;Leasing
332;Busverkehr Märkisch- Oderland GmbH, Strausberg ;564;EUR;288,6;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;DB Czech Holding s.r.o., Rudna ;Personenbeförde- rung mit Kfz nach den Bestimmungen des Personenbeförde- rungsgesetzes
333;Busverkehr Oder-Spree GmbH, Fürstenwalde ;51,2;EUR;261,992;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Personenbeförde- rung mit Kfz im Linienverkehr
334;BVO Busverkehr Ostwestfalen GmbH, Bielefeld;4610000;EUR;4610000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Personenbeförde- rung mit Kfz im Linien- und Gele- genheitsverkehr
335;BVR Busverkehr Rheinland GmbH, Düsseldorf;3580000;EUR;3580000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Schenker International AB, Göteborg ;Personenbeför- derung mit Kfz im Linien- und Gele- genheitsverkehr
337;BVVG Bodenverwertungs- und -verwaltungs GmbH, Berlin ;512;EUR;512;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Verwertung von ehemals volks- eigenem land- und forstwirtschaft- lichem Vermögen für die BvS
20;BwFuhrparkService GmbH;1000000;EUR;751000;75,1;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=24;31.12.2014;;1;;
90;BWG Frankfurt am Main Bundesbahn- Wohnungsbaugesellschaft mbH;12799000;EUR;653000;5,1;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=94;31.12.2014;;1;;
21;BWI Informationstechnik GmbH;20000000;EUR;9980000;49,9;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=25;31.12.2014;;1;;
338;CD-DUSS Terminal, a.s., Lovosice/Tschechien ;4000000;CZK;1960000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Transport Ceska Republika a.s., Prag ;Lagerung von Gütern und Umschlag von Lagerungen
105;Commerzbank AG;1138507000;EUR;195309000;17,15;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=109;31.12.2014;;1;;
339;Compañía Aragonesa de Portacoches S.A., Zaragoza/Spanien ;600;EUR;506,52;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;
340;Connect- Fahrplanauskunft GmbH, Hannover ;50;EUR;21;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Danmark A/S, Kastrup ;Erbringung von Dienstleistungen für eine umfassende landesweite elektronische Fahrplanauskunft/ Fahrgastin- formation
341;Container Szállítmányátrakó Állomás Kft.i.L., Györ/Ungarn ;26000000;HUF;26000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Personenvervoer Nederland BV, Heerenveen ;Betrieb eines Terminals
342;Container Terminal Dortmund GmbH, Dortmund ;180;EUR;54;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva International Limited, Sunderland ;Betreiben eines öffentlichen Container- terminals
343;Container Terminal Enns GmbH, Enns/Österreich ;100;EUR;49;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva UK Trains Limited, Sunderland ;Betrieb des Lagergewerbes
344;Corridor Operations NMBS/SNCB DB Schenker Rail N.V., Brüssel/Belgien ;650;EUR;331,5;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva UK Trains Limited, Sunderland ;Organisation und Produktion des grenzüber- schreitenden Eisenbahn- güterverkehrs sowohl in Belgien als auch im Aus- land
345;cv Cryptovision GmbH Gelsenkirchen Deutschland ;183,274;EUR;64,329;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva UK Trains Limited, Sunderland ;Entwicklung und Herstellung von Kryptografie- Verfahren
422;D-Trust GmbH, Berlin Deutschland ;100;EUR;100;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;DB Schenker Rail Aktiengesellschaft, Mainz ;Entwicklung, Herstellung, Lieferung und Vertrieb von Produkten und Dienstleistungen im Bereich der Informations- technologie, insb. im Bereich der Dokumentensiche r-heit durch den Einsatz digitaler Signaturen
346;DB (UK) Investments Limited, Sunderland/ Großbritannien ;750000001;GBP;750000001;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva UK Trains Limited, Sunderland ;
347;DB (UK) Logistics Holdings Limited, Doncaster ;2859100;GBP;2859100;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Europe GmbH, Berlin ;Holding- gesellschaft
348;DB Bahnbau Gruppe GmbH, Berlin ;10000000;EUR;10000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;ARRIVA INVESTIMENTOS SGPS,SA, Almada ;Planung, Erstellung und Instandhaltung von Anlagen der Infrastruktur, insbes. der Eisenbahninfra- struktur
349;DB Barnsdale AG, Berlin ;4000000;EUR;4000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;MTL Services Limited, Sunderland ;Erwerb, Bündelung und Geltendmachung von Schadensersatzan sprüchen gegen Luftfrachtanbieter
350;DB Belgie Holding BVBA, Antwerpen/Belgien ;37418550;EUR;37378213;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Transport Ceska Republika a.s., Prag ;Holding
351;DB Busverkehr Hessen GmbH, Weiterstadt ;51,2;EUR;51,2;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Personenvervoer Nederland BV, Heerenveen ;Personalbeförde- rung mit Kfz im Linienverkehr
352;DB Danmark Holding ApS, Hvidovre/Dänemark ;1000000;DKK;1000000;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva Personenvervoer Nederland BV, Heerenveen ;Erwerb, Besitz, Verwaltung und Verkauf von Beteiligungen
353;DB Dialog GmbH, Berlin ;614;EUR;614;100;Beteiligungsbericht des Bundes 2015;https://www.bundesfinanzministerium.de/Content/DE/Standardartikel/Themen/Bundesvermoegen/Privatisierungs_und_Beteiligungspolitik/Beteiligungspolitik/Beteiligungsberichte/beteiligungsbericht-des-bundes-2015.pdf?__blob=publicationFile&v=6;31.12.2014;;;Arriva (2007) Limited, Sunderland ;Erbringung von Telefonmarketing- und Service- leistungen für Unternehmen der Deutsche Bahn AG sowie für Dritte
