,"Limited,",,,,"Holdings Ltd.,"
,Bangkok/Thailand,,,,Bangkok
,,,,,
132,BAX Global (UK),Betreiben von 10.226.223 GBP,10.226.223,100,"Schenker Limited,"
,"Limited i.L.,",jeglichen,GBP,,FelthamMiddlesex
,London/Großbritannien,Tätigkeiten der,,,
,,Luftfracht,,,
,,,,,
133,"BAX Global Inc.,",Transport & 1.120.000.000,1.120.000.000,100,Schenker (BAX)
,"Swanton, OH/USA",Logistik USD,USD,,"Holding Corp.,"
,,,,,Tarrytown
,,,,,New York
,,,,,
134,BAX Global Logistics,Logistik- 200.000,200.000,100,Schenker
,"(Shanghai) Co. Ltd.,",dienstleistungen USD,USD,,International (HK)
,Shanghai/China,,,,"Ltd., Hong Kong"
,,,,,
135,Bayern Express & P.,Linien- und Gele- 3.068.000,3.068.000,100,DB Fernverkehr
,"Kühn Berlin GmbH,",genheitsverkehr,,,"Aktiengesellschaft,"
,Berlin1)3),mit Omnibussen,,,Frankfurt/Main
,,,,,
136,baymodal Bamberg,Betrieb und 300.000,75.300,"25,1",TFG Transfracht
,"GmbH, Bamberg",Vermarktung von,,,Internationale
,,Umschlags- und,,,Gesellschaft für
,,Serviceleistungen kombinierten einer bimodalen,,,
,,Umschlaganlage,,,"Güterverkehr mbH,"
,,für den,,,Frankfurt
,,Kombinierten,,,
,,Verkehr,,,
137,BBH BahnBus Hochstift,Personenbeförde-,500.000,500.000,100,BVO Busverkehr
,"GmbH, Paderborn",rung mit Kfz im,,,,"Ostwestfalen GmbH,"
,,Linienverkehr ein-,,,,Bielefeld
,,schließlich des,,,,
,,nicht genehmi-,,,,
,,gungspflichtigen,,,,
,,Verkehrs,,,,
,,,,,,
138,Beijing HuaJing DeBo,Technische,6.000.000,1.500.000,25,DB International
,International,Beratungsgesellsc,CYN,CYN,,"GmbH, Berlin"
,Engineering Consulting,haft,,,,
,"Co., Ltd, Beijing/China",,,,,
,,,,,,
139,Berliner Energieagentur,Energiedienst-,2.557.200,639.300,25,Kreditanstalt für
,"GmbH, Berlin","leistungen, insb.",,,,"Wiederaufbau (KfW),"
,,Planung und,,,,Frankfurt/Main
,,Finanzierung von,,,,
,,Maßnahmen zur,,,,
,,umweltschon-,,,,
,,enden Energie-,,,,
,,erzeugung und –,,,,
,,nutzung,,,,
,,,,,,
140,"BLS Cargo AG, Bern",Erbringung von,60.000.000,27.000.000,45,DB Schweiz Holding
,,Gütertransport-,CHF,CHF,,"AG, Zug"
,,leistungen auf der,,,,
,,Schiene und mit,,,,
,,kombinierten,,,,
,,Transportmitteln,,,,
,,,,,,
141,Boreal & Austral,Holding-,67.500.000,67.500.000,100,DB Schenker Rail
,"Railfreight Ltd,",gesellschaft,GBP,GBP,,"(UK) Holdings Ltd,"
,Doncaster/,,,,,Doncaster
,Großbritannien,,,,,
,,,,,,
142,British Bus (Properties),Immobilien-,10.000.100,10.000.100,100,Arriva (2007)
,"Limited, Sunderland/",entwicklungs-,GBP,GBP,,"Limited, Sunderland"
,Großbritannien,gesellschaft,,,,
,,,,,,
143,"British Bus Limited,",Holding-,2.587.000,2.587.000,100,Arriva (2007)
,Sunderland/,gesellschaft,GBP,GBP,,"Limited, Sunderland"
,Großbritannien,,,,,
,,,,,,
144,BRN Busverkehr,Personenbeförde-,3.580.000,3.580.000,100,DB Regio
,"Rhein-Neckar GmbH,",rung mit Kfz im,,,,"Aktiengesellschaft,"
,Mannheim1)3),Linien- und Ge-,,,,Frankfurt/Main
,,legenheitsverkehr,,,,
,,,,,,
145,Broadwood Finance,Finanzintermediär,250.000,250.000,100,Arriva Finance
,"Company Limited,",,GBP,GBP,,"Lease Limited,"
,Sunderland/,,,,,Sunderland
,Großbritannien,,,,,
,,,,,,
146,BRS Busverkehr Ruhr-,Personenbeförde-,500.000,500.000,100,WB Westfalen Bus
,"Sieg GmbH, Meschede",rung mit Kfz im,,,,"GmbH, Münster"
,,Linienverkehr,,,,
,,einschließlich des,,,,
,,nicht geneh-,,,,
,,migungspflichtigen,,,,
,,"Verkehrs, im",,,,
,,Gelegen-,,,,
,,heitsverkehr,,,,
147,"BTL AB, Göteborg",Transport &,1.405.299.663,1.405.299.663,100,Schenker
,,Logistik,SEK,SEK,,"International AB,"
,,,,,,Göteborg
,,,,,,
148,"BTL Nord GmbH,",Betrieb eines Spe-,20.000.000,20.000.000,100,Schenker
,Lübeck,ditionsgeschäftes,DM,DM,,"Aktiengesellschaft,"
,,,,,,Essen
149,"BTL Reinsurance S.A.,",Konzerneigene,15.000.000,15.000.000,100,BTL Schenker North
,Luxemburg/Luxemburg,Versicherungs-,SEK,SEK,,"& East AB, Göteborg"
,,gesellschaft,,,,
,,,,,,
150,BTU - Bilspedition,Transport &,500.000,250.000,50,"Schenker AB,"
,Transportörer,Logistik,SEK,SEK,,Göteborg
,"Utvecklings AB,",,,,,
,Solna/Schweden,,,,,
,,,,,,
151,"Bürg Trans GmbH,",Express und,125.000,125.000,100,Container Service
,Düsseldorf,Transportdienst-,,,,Amsterdam
,,leistungen,,,,
,,,,,,
152,"Bus Nort Balear s.l.,",Personenverkehr,149.652,149.652,100,"Autocares Mallorca,"
,Alcudia/Spanien,,,,,"s.l., Alcudia"
,,,,,,
153,"Bus Point Srl, Lallio",Instandhaltungs-,100.000,30.000,30,S.A.B.
,(BG)/Italien,gesellschaft,,,,AUTOSERVIZI
,,,,,,"S.R.L., Bergamo"
,,,,,,
154,"Busdan 32.1 A/S,",Vermögens-,102.000500.000,102.000500.000,100,"Arriva Danmark A/S,"
,Kastrup/Dänemark,verwaltung,DKK,DKK,,Kastrup
,,,,,,
155,"BUSDAN 33 ApS,",Leasing,2.574.000,2.574.000,100,"Arriva Danmark A/S,"
,Kastrup/Dänemark,,DKK,DKK,,Kastrup
,,,,,,
156,Busverkehr Märkisch-,Personenbeförde-,564.000,288.600,"51,1702",DB Regio
,"Oderland GmbH,",rung mit Kfz nach,,,,"Aktiengesellschaft,"
,Strausberg,den,,,,Frankfurt/Main
,,Bestimmungen,,,,
,,des,,,,
,,Personenbeförde-,,,,
,,rungsgesetzes,,,,
,,,,,,
157,Busverkehr Oder-Spree,Personenbeförde-,51.200,26.199200,"51,17",DB Regio
,"GmbH, Fürstenwalde",rung mit Kfz im,,,,"Aktiengesellschaft,"
,,Linienverkehr,,,,Frankfurt/Main
,,,,,,
158,BVO Busverkehr,Personenbeförde-,4.610.000,4.610.000,100,DB Regio
,"Ostwestfalen GmbH,",rung mit Kfz im,,,,"Aktiengesellschaft,"
,Bielefeld1)3),Linien- und Gele-,,,,Frankfurt/Main
,,genheitsverkehr,,,,
,,,,,,
159,BVR Busverkehr,Personenbeför-,3.580.000,3.580.000,100,DB Regio
,"Rheinland GmbH,",derung mit Kfz im,,,,"Aktiengesellschaft,"
,Düsseldorf1)3),Linien- und Gele-,,,,Frankfurt am Main
,,genheitsverkehr,,,,
,,,,,,
160,BSV Verwaltungs-,"Geschäftsführung,","3.834.689,1","3.834.689,1",100,Bundesanstalt für
,"gesellschaft mbH i.L.,","Verwaltung, Liqui-",,,,vereinigungsbe-
,Berlin,dation und Ver-,,,,dingte Son-
,,mögensverwert-,,,,deraufgaben
,,ung,,,,
161,BVVG,Verwertung von,512.000,512.000,100,Bundesanstalt für
,Bodenverwertungs- und,ehemals volks-,,,,vereinigungsbe-
,"-verwaltungs GmbH,",eigenem land- und,,,,dingte Son-
,Berlin,forstwirtschaft-,,,,deraufgaben
,,lichem Vermögen,,,,
,,für die BvS,,,,
,,,,,,
162,"CD-DUSS Terminal,",Lagerung von,4.000.000,1.960.000,49,DB Mobility Logistics
,"a.s.,",Gütern und,CZK,CZK,,"AG, Berlin"
,Lovosice/Tschechien,Umschlag von,,,,
,,Lagerungen,,,,
,,,,,,
163,Compañía Aragonesa,,600.000,506.520,"84,42",Transportes
,"de Portacoches S.A.,",,,,,Ferroviarios
,Zaragoza/Spanien,,,,,"Especiales S.A.,"
,,,,,,Madrid
,,,,,,
164,Connect-,Erbringung von,50.000,21.000,42,Weser-Ems
,Fahrplanauskunft,Dienstleistungen,,,,Busverkehr GmbH
,"GmbH, Hannover",für eine,,,,"(WEB), Bremen"
,,umfassende,,,,
,,landesweite,,,,
,,elektronische,,,,
,,Fahrplanauskunft/,,,,
,,Fahrgastin-,,,,
,,formation,,,,
,,,,,,
165,Container,Betrieb eines,26.000.000,26.000.000,100,DB Hungaria Holding
,Szállítmányátrakó,Terminals,HUF,HUF,,"Kft., Budapest"
,"Állomás Kft.i.L.,",,,,,
,Györ/Ungarn,,,,,
,,,,,,
166,Container Terminal,Betreiben eines,180.000,54.000,30,DB Intermodal
,"Dortmund GmbH,",öffentlichen,,,,"Services GmbH,"
,Dortmund,Container-,,,,Mainz
,,terminals,,,,
,,,,,,
167,Container Terminal,Betrieb des,100.000,49.000,49,DB Mobility Logistics
,"Enns GmbH,",Lagergewerbes,,,,AG
,Enns/Österreich,,,,,
,,,,,,
168,Corridor Operations,Organisation und,650.000,331.500,51,DB Schenker Rail
,NMBS/SNCB DB,Produktion des,,,,"Aktiengesellschaft,"
,"Schenker Rail N.V.,",grenzüber-,,,,Mainz
,Brüssel/Belgien,schreitenden,,,,
,,Eisenbahn-,,,,
,,güterverkehrs,,,,
,,sowohl in Belgien,,,,
,,als auch im Aus-,,,,
,,land,,,,
,,,,,,
169,cv Cryptovision GmbH,Entwicklung und,183.274,64.329,"35,1",Bundesdruckerei
,Gelsenkirchen,Herstellung von,,,,"GmbH, Berlin"
,Deutschland,Kryptografie-,,,,
,,Verfahren,,,,
,,,,,,
170,DB (UK) Investments,,750.000.001,750.000.001,100,DB Mobility Logistics
,"Limited, Sunderland/",,GBP,GBP,,"AG, Berlin"
,Großbritannien,,,,,
,,,,,,
171,DB (UK) Logistics,Holding-,2.859.100,2.859.100,100,DB (UK) Investments
,"Holdings Limited,",gesellschaft,GBP,GBP,,"Limited, Sunderland"
,Doncaster,,,,,
172,DB Bahnbau Gruppe,"Planung,",10.000.000,10.000.000,100,DB Netz
,"GmbH, Berlin",Erstellung und,,,,"Aktiengesellschaft,"
,,Instandhaltung,,,,Frankfurt/Main
,,von Anlagen der,,,,
,,"Infrastruktur,",,,,
,,insbes. der,,,,
,,Eisenbahninfra-,,,,
,,struktur,,,,
,,,,,,
173,"DB Barnsdale AG,","Erwerb,",4.000.000,4.000.000,100,DB Mobility Logistics
,Berlin,Bündelung und,,,,"AG, Berlin"
,,Geltendmachung,,,,
,,von,,,,
,,Schadensersatzan,,,,
,,sprüchen gegen,,,,
,,Luftfrachtanbieter,,,,
,,,,,,
174,DB Belgie Holding,Holding,37.418.550,37.378.213,"99,8922",DB Mobiliy Logistics
,"BVBA,",,,,,"AG, Berlin"
,Antwerpen/Belgien,,,40.337,"0,10781",Schenker
,,,,,1,"Aktiengesellschaft,"
,,,,,,Essen
,,,,,,
175,DB Busverkehr Hessen,Personalbeförde-,51.200,51.200,100,Verkehrsgesell-
,"GmbH, Weiterstadt",rung mit Kfz im,,,,schaft mbH
,,Linienverkehr,,,,"Untermain – VU,"
,,,,,,Aschaffenburg
,,,,,,
176,DB Danmark Holding,"Erwerb, Besitz,",1.000.000,1.000.000,100,DB Mobility Logistics
,"ApS,",Verwaltung und,DKK,DKK,,"AG, Berlin"
,Hvidovre/Dänemark,Verkauf von,,,,
,,Beteiligungen,,,,
,,,,,,
177,"DB Dialog GmbH,",Erbringung von,614.000,614.000,100,"DB Vertrieb GmbH,"
,Berlin,Telefonmarketing-,,,,Frankfurt/Main
,,und Service-,,,,
,,leistungen für,,,,
,,Unternehmen der,,,,
,,Deutsche Bahn,,,,
,,AG sowie für,,,,
,,Dritte,,,,
,,,,,,
178,DB Dienstleistungen,"Planung, Organi-",150.000,150.000,100,DB Mobility Logistics
,"GmbH, Berlin","sation, Vertrieb",,,,"AG, Berlin"
,,und  Koordination,,,,
,,der durch,,,,
,,verbundene,,,,
,,Unternehmen er-,,,,
,,brachten Dienst-,,,,
,,leistungen,,,,
,,,,,,
179,"DB Energie GmbH,",Betreiben einer,51.667.000,51.667.000,100,Deutsche Bahn
,Frankfurt/Main,öffentlichen,,,,"Aktiengesellschaft,"
,,Eisenbahninfra-,,,,Berlin
,,"struktur,",,,,
,,"Erzeugung,",,,,
,,"Verarbeitung,",,,,
,,"Übertragung,",,,,
,,Verteilung und,,,,
,,Vermarkung von,,,,
,,Energie,,,,
180,DB Fahrzeuginstand-,Erbringung von,231.000,231.000,100,DB Dienstleistungen
,"haltung GmbH, Berlin",Dienstleistungen,,,,"GmbH, Berlin"
,,für Eisen-,,,,
,,bahnverkehrs-,,,,
,,und Infrastruktur-,,,,
,,unternehmen auf,,,,
,,dem Gebiet des,,,,
,,Verkehrswesens,,,,
,,,,,,
181,DB Fernverkehr,"Erbringen, Ver-",512.000.000,512.000.000,100,DB Mobility Logistics
,"Aktiengesellschaft,",markten und Koor-,,,,"AG, Berlin"
,Frankfurt/Main,dinierung von Ver-,,,,
,,kehrsleistungen,,,,
,,,,,,
182,DB France Holding,Halten von,529.037.000,529.037.000,100,DB Mobility Logistics
,"SAS, Gennevilliers",Beteiligungen so-,,,,"AG, Berlin"
,Cedex/Frankreich,wie die Erbringung,,,,
,,von Dienst-,,,,
,,leistungen für,,,,
,,diese Beteiligun-,,,,
,,gen exklusiv für,,,,
,,die Deutsche,,,,
,,Bahn Gruppe,,,,
,,,,,,
183,DB FuhrparkService,Bedarfsgerechte,256.000,256.000,100,DB Dienstleistungen
,"GmbH, Frankfurt/Main",Vorhaltung und,,,,"GmbH, Berlin"
,,die Verwaltung,,,,
,,von,,,,
,,Kraftfahrzeugen,,,,
,,,,,,
184,DB Gastronomie,"Erbringung, Ver-",512.000,512.000,100,DB Mobility Logistics
,"GmbH, Frankfurt/Main",marktung und,,,,"AG, Berlin"
,,Koordinierung von,,,,
,,Leistungen aller,,,,
,,Art im,,,,
,,Gastronomie-,,,,
,,bereich,,,,
,,,,,,
185,DB Intermodal Services,"Errichtung, Finan-",1.304.000,1.304.000,100,DB Mobility Logistics
,"GmbH, Mainz",zierung und der,,,,"AG, Berlin"
,,Betrieb,,,,
,,öffentlicher,,,,
,,Umschlaganlagen,,,,
,,,,,,
186,DB International Brasil,Beratungsgesellsc,286.400 BRL,283.400 BRL,"98,95",DB Mobility Logistics
,Servicos de Consultoria,haft Transport &,,,,"AG, Berlin"
,"Ltda., Rio de",Logistik,,,,
,Janeiro/Brasilien,,,3.000 BRL,"1,05",DB International
,,,,,,"GmbH, Berlin"
,,,,,,
187,"DB International GmbH,",Arbeiten auf dem,3.580.000,3.580.000,100,DB Mobility Logistics
,Berlin,Gebiet des Bau-,,,,"AG, Berlin"
,,und,,,,
,,"Verkehrswesens,",,,,
,,"insb. Planung,",,,,
,,Projektmanage-,,,,
,,ment und,,,,
,,Bauüberwachung,,,,
,,,,,,
188,DB International,,2.500.000 CNY,2.500.000 CNY,100,Schenker (Asia
,"(Beijing) Co., Ltd.,",,,,,Pacific) Pte. Ltd.
,Peking/China,,,,,
189,"DB JobService GmbH,",Arbeitsvermittlung,2.500.000,2.500.000,100,Deutsche Bahn
,Berlin,von,,,,"Aktiengesellschaft,"
,,Arbeitnehmern,,,,Berlin
,,,,,,
190,DB Kommunikations-,"Beschaffung,",2.557.000,2.557.000,100,DB Dienstleistungen
,"technik GmbH, Berlin","Erbringung,",,,,"GmbH, Berlin"
,,Vermarktung und,,,,
,,Koordinierung von,,,,
,,"Planungs-,",,,,
,,"Service-,",,,,
,,"Wartungs-,",,,,
,,Projekt- und,,,,
,,sonstigen,,,,
,,Dienstleistungen,,,,
,,,,,,
191,DB Mobility Logistics,Leitung einer,1.000.000.000,1.000.000.000,100,Deutsche Bahn
,"AG, Berlin",Gruppe von,,,,"Aktiengesellschaft,"
,,Unternehmen,,,,Berlin
,,,,,,
192,DB Mobility Services,Dienstleistungen,300.000,300.000,100,DB Mobility Logistics
,"Austria GmbH,",im,,,,"AG, Berlin"
,Wien/Österreich,Zusammenhang,,,,
,,mit Mobilität,,,,
,,,,,,
193,DB Netz,Betreiben und,767.000.000,767.000.000,100,Deutsche Bahn
,"Aktiengesellschaft,",Vermarkten von,,,,"Aktiengesellschaft,"
,Frankfurt/Main,Eisen-,,,,Berlin
,,bahninfrastruktur;,,,,
,,Betriebsführung,,,,
,,von Schienen-,,,,
,,wegen,,,,
,,,,,,
194,DB PORT SZCZECIN,Umschlag-,15.879.750,15.371.598,"96,8",DB Schenker Rail
,"Sp. z.o.o.,",dienstleistungen,PLN,PLN,,"Polska S.A., Zabrze"
,Szczecin/Polen,,,,,
,,,,,,
195,DB Regio,"Erbringung, Ver-",410.000.000,410.000.000,100,DB Mobility Logistics
,"Aktiengesellschaft,",marktung und,,,,"AG, Berlin"
,Frankfurt/Main,Koordinierung von,,,,
,,Verkehrs-,,,,
,,leistungen des,,,,
,,Schienen- und,,,,
,,straßengebunde-,,,,
,,nen ÖPNV,,,,
,,,,,,
196,DB Regio Tyne and,Konzessionsbetrie,1.300.000001,1.300.000001,100,DB Regio UKArriva
,"Wear Limited,",b der Tyne and,GBP,GBP,,Trains Holdings
,London/Großbritannien,Wear Metro,,,,"Limited, London"
,,,,,,
197,DB RegioNetz Verkehrs,"Erbringung,",100.000,100.000,100,DB Regio
,"GmbH, Frankfurt/Main",Vermarktung und,,,,"Aktiengesellschaft,"
,,Koordination von,,,,Frankfurt/Main
,,schienen- und,,,,
,,straßengebund-,,,,
,,enen Verkehrs-,,,,
,,leistungen,,,,
,,,,,,
198,DB Reise & Touristik,Betrieb eines,1.200.000,1.200.000,100,DB Schweiz Holding
,"Suisse SA,",Bahnverpflegungs,CHF,CHF,,"AG, Zug"
,Basel/Schweiz,-dienstes; Füh-,,,,
,,rung von Catering-,,,,
,,und Restaura-,,,,
,,tionsbetrieben,,,,
199,DB Schenker,Transport &,500.000  USD,500.000 USD,100,Schenker (Asia
,"(Cambodia) Limited,",Logistik,,,,"Pacific) Pte. Ltd.,"
,Phnom,,,,,Singapur
,Penh/Kambodscha,,,,,
,,,,,,
200,DB Schenker BTT,Nationale und,1.534.000,1.534.000,100,DB Mobility Logistics
,"GmbH, Mainz",internationale,,,,"AG, Berlin"
,,Produktentwicklun,,,,
,,g und,,,,
,,Vermarktung von,,,,
,,"Tank-, Silo- und",,,,
,,Wechselbe-,,,,
,,hälterverkehren,,,,
,,,,,,
201,"DB Schenker FLLC,",Transport &,130.000,128.700,99,DB Mobility Logistics
,Minsk/Weißrussland,Logistik,USD,USD,,"AG, Berlin"
,,,,,,Oy Schenker East
,,,,1.300,1,"AB, Helsinki"
,,,,USD,,
202,DB Schenker Global,Holding-,1.350.000 RON,1.350.000 RON,100,DB Mobility Logistics
,Services Europe,gesellschaft,,,,"AG, Berlin"
,"S.R.L.,",,,,,
,Bukarest/Rumänien,,,,,
,,,,,,
203,DB Schenker Nieten,Betrieb einer,50.000,50.000,100,DB Mobility Logistics
,"GmbH, Freilassing",nationalen und,,,,"AG, Berlin"
,,internationalen,,,,
,,Spedition sowie,,,,
,,Lagerei mit,,,,
,,Schwerpunkt,,,,
,,Holzlogistik,,,,
,,,,,,
204,DB Schenker Rail (UK),Holding-,43.815.277 GBP,43.815.277,100,DB UK Holding(UK)
,"Holdings Limited,",gesellschaft,,GBP,,Investments
,Doncaster/,,,,,"Limited, Doncaster"
,Großbritannien,,,,,
,,,,,,
205,DB Schenker Rail (UK),Schienen-,18.947.932,18.947.932,100,Boreal & Austral
,"Limited, Doncaster/",gütervekehr,GBP,GBP,,"Railfreight Ltd,"
,Großbritannien,,,,,Doncaster
,,,,,,
206,DB Schenker Rail,"Erbringen,",256.001.000,256.001.000,100,DB Mobility Logistics
,"Aktiengesellschaft,",Vermarkten und,,,,"AG, Berlin"
,Mainz,Koordinieren von,,,,
,,Verkehrsleistunge,,,,
,,"n, insbes.",,,,
,,Eisenbahn- und,,,,
,,Straßenverkehrsle,,,,
,,istungen,,,,
,,,,,,
207,DB Schenker Rail,Durchführung von,255.650,255.650,100,Schenker
,"Automotive GmbH,",Gesamttransport-,,,,"Aktiengesellschaft,"
,Kelsterbach,und Service-,,,,Essen
,,leistungen ein-,,,,
,,schließlich,,,,
,,Logistik auf dem,,,,
,,Gebiet der,,,,
,,schienengebun-,,,,
,,denen Automobil-,,,,
,,beförderung,,,,
,,innerhalb Europas,,,,
208,DB Schenker Rail,Vertriebsaktivit-,500.007,500.007,100,DB Danmark Holding
,"Danmark Services A/S,",äten im Schienen-,DKK,DKK,,"ApS, Hvidovre"
,Taastrup/Dänemark,güterverkehr,,,,
,,,,,,
209,DB Schenker Rail,Führen von,50.000,50.000,100,DB Schenker Rail
,Deutschland,Betrieben,,,,"Aktiengesellschaft,"
,"Aktiengesellschaft,",verwandter,,,,Mainz
,Mainz,Unternehmen,,,,
,,,,,,
210,DB Schenker Rail,"Frachtumschlag,",25.000.000 HUF,25.000.000,100,DB Hungaria Holding
,"Hungaria Kft.,","Lagerhaltung,",,HUF,,"Kft., Budapest"
,Györ/Ungarn,sonstige Hilfs- und,,,,
,,Nebentätigkeiten,,,,
,,für den,,,,
,,Landverkehr,,,,
,,,,,,
211,DB Schenker Rail Italia,Betrieb und,100.000,100.000,100,Schenker Italiana
,"S.r.I., Novate",Verwaltung von,,,,"S.p.A., Peschiera"
,Milanese/Mailand,Eisenbahnfahr-,,,,Borromeo
,,zeugen zur,,,,
,,Traktion von,,,,
,,Güterverkehr und,,,,
,,Personenverkehr,,,,
,,,,,,
212,DB Schenker Rail,Gütertransport,7.000.455,7.000.455,100,DB Nederland
,"Nederland N.V.,",einschl. Transport-,,,,"Holding B.V.,"
,Utrecht/Niederlande,und,,,,Heerenveen
,,Logistikservice,,,,
,,,,,,
213,DB Schenker Rail,Schienen-,18.508.139 PLN,18.508.139,100,DB Polska Holding
,"Polska S.A.,",güterverkehr,,PLN,,"Sp. z.o.o, Zabrze"
,Zabrze/Polen,,,,,
,,,,,,
214,DB Schenker Rail,Transport im Be-,29.996.600 RON,29.996.600,100,DB Schenker Rail
,"Romania S.R.L.,",reich des schie-,,RON,,"Aktiengesellschaft,"
,Timisoara/Rumänien,nengebundenen,,,,Mainz
,,Verkehrs,,,,
,,,,,,
215,DB Schenker Rail,Betreiben von,42.050.000,21.445.500,51,DB Danmark Holding
,"Scandinavia A/S,",Schienengüter-,DKK,DKK,,"ApS, Hvidovre"
,Taastrup/Dänemark,verkehr in,,,,
,,Dänemark und,,,,
,,über die gesamte,,,,
,,Öresundbrücke,,,,
,,zwischen,,,,
,,Schweden und,,,,
,,Deutschland,,,,
,,,,,,
216,DB Schenker Rail,Erbringung von,233.000,233.000,100,DB Schweiz Holding
,"Schweiz GmbH,",Dienstleistungen,CHF,CHF,,"AG, Zug"
,Glattbrugg/Schweiz,für Eisenbahnen,,,,
,,und eisenbahn-,,,,
,,verwandte,,,,
,,Betriebe,,,,
,,,,,,
217,DB Schenker Rail,Agenturdienst-,4.034.350,4.034.350,100,DB Schenker Rail
,"Spedkol Sp. z.o.o.,",leistungen,PLN,PLN,,"Polska S.A., Zabrze"
,Kędzierzyn-Koźle/Polen,,,,,
218,DB Schweiz Holding,"Erwerb, Halten,",101.000,101.000,100,DB Mobility Logistics
,"AG, Zug/Schweiz",Verwaltung und,CHF,CHF,,"AG, Berlin"
,,Veräußerung von,,,,
,,Beteiligungen an,,,,
,,anderen Unter-,,,,
,,nehmen,,,,
,,,,,,
219,"DB Services GmbH,",Erbringung von,256.050,256.050,100,DB Dienstleistungen
,Berlin,Dienstleistungen,,,,"GmbH, Berlin"
,,im Bereich der,,,,
,,Reinigung und,,,,
,,Schutz von,,,,
,,Gebäuden und,,,,
,,Anlagen sowie,,,,
,,Verkehrsmitteln,,,,
,,,,,,
220,DB Station&Service,Betreiben der Per-,256.000.000,256.000.000,100,Deutsche Bahn
,"Aktiengesellschaft,",sonenbahnhöfe,,,,"Aktiengesellschaft,"
,Berlin,für den,,,,Berlin
,,Personennah- und,,,,
,,-fernverkehr,,,,
,,,,,,
221,"DB Systel GmbH,","Beschaffung, Er-",10.000.000,10.000.000,100,DB Dienstleistungen
,Frankfurt/Main,"bringung, Ver-",,,,"GmbH, Berlin"
,,marktung und,,,,
,,Koordination,,,,
,,jeglicher IT & TK,,,,
,,Leistungen und,,,,
,,zugehöriger Leis-,,,,
,,tungen sowie,,,,
,,Dienstleistungen,,,,
,,,,,,
222,"DB Systel UK Limited,",IT-Gesellschaft,100.000 GBP,100.000 GBP,100,DB (UK) Investments
,Doncaster/,,,,,"Limited, Sunderland"
,Großbritannien,,,,,
,,,,,,
223,DB Systemtechnik,Erbringung von,1.000.000,1.000.000,100,Deutsche Bahn
,"GmbH, Minden",Ingenieur- und,,,,"Aktiengesellschaft,"
,,Prüfdienst-,,,,Berlin
,,leistungen,,,,
,,,,,,
224,"DB UK Holding Limited,",Holding-,2.859.100,2.859.100,100,DB (UK) Logistics
,Doncaster,gesellschaft,GBP,GBP,,"Holdings Limited,"
,,,,,,Doncaster
,,,,,,
225,DB US Holding,Holding-,14.000.000,14.000.000,100,"DB US Corporation,"
,"Corporation,",gesellschaft,USD,USD,,Tarrytown
,Tarrytown/USA,,,,,
,,,,,,
226,DB Waggonbau Niesky,"Entwicklung,",1.525.000,1.525.000,100,DB Fahrzeug-
,"GmbH, Niesky",Herstellung und,,,,instandhaltung
,,Vermarktung von,,,,"GmbH,"
,,schienengebun-,,,,Frankfurt/Main
,,denen,,,,
,,Fahrzeugen,,,,
,,,,,,
227,"DB Zeitarbeit GmbH,",Erbringung und,100.000,100.000,100,Deutsche Bahn
,Berlin,Vermarktung von,,,,"Aktiengesellschaft,"
,,Personaldienst-,,,,Berlin
,,leistungen als,,,,
,,Personaldienstleis,,,,
,,ter des DB-,,,,
,,Konzerns,,,,
228,DB ZugBus,Erbringung und,9.204.000,9.204.000,100,DB Regio
,Regionalverkehr Alb-,Planung von,,,,"Aktiengesellschaft,"
,Bodensee GmbH,SPNV-Leistungen;,,,,Frankfurt/Main
,"(RAB), Ulm",Personenbeför-,,,,
,,derung mit Kfz im,,,,
,,Linien- und Gele-,,,,
,,genheitsverkehr,,,,
,,,,,,
229,DCH Düsseldorfer,Betrieb eines Con-,103.000,52.530,51,DB Intermodal
,Container-Hafen,tainer-Terminals,,,,"Services GmbH,"
,"GmbH, Düsseldorf",im Hafen,,,,Mainz
,,Düsseldorf,,,,
,,,,,,
230,DEG Deutsche,Förderung des,750.000.000,750.000.000,100,Kreditanstalt für
,Investitions- und,Aufbaus der,,,,"Wiederaufbau (KfW),"
,Entwicklungs-,Wirtschaft in den,,,,Frankfurt/Main
,"gesellschaft mbH, Köln",Entwick-,,,,
,,lungsländern,,,,
,,,,,,
231,"DEPFA Bank plc,",Kreditinstitut,1.248.000,1.248.000,100,FMS WM
,Dublin,,,,,
,,,,,,
232,"DEPFA ACS Bank,",Kreditinstitut,510.000.000,510.000.000,100,"DEPFA Bank plc,"
,Dublin,,,,,Dublin
,,,,,,
233,"DEPFA Hold Six Ltd,",Finanzholding-,1.647.000,1.647.000,100,DEPFA Ireland
,Dublin,Gesellschaft,,,,"Holding Ltd, Dublin"
,,,,,,
234,Deutsche Bahn,Finanzierung und,100.000,100.000,100,Deutsche Bahn
,"Finance B.V.,",Erbringung von,,,,"Aktiengesellschaft,"
,Amsterdam/,Finanzdienst-,,,,Berlin
,Niederlande,leistungen für die,,,,
,,Deutsche Bahn,,,,
,,AG und deren,,,,
,,Beteili-,,,,
,,gungsgesellschaf-,,,,
,,ten,,,,
,,,,,,
235,Deutsche Bahn France,Vermarktung von,153.000,153.000,100,DB France Holding
,Voyages & Tourisme,Personenverkehrs,,,,"SAS, Gennevilliers"
,"SAS, Paris/Frankreich",-leistungen sowie,,,,Cedex
,,Vermittlung und,,,,
