,,Veranstaltung von,,,,
,,Reisen,,,,
,,,,,,
236,Deutsche Bahn Iberica,Holding-,18.397.10418.40,18.397.10418.40,100,DB Mobility Logistics
,"Holding S.L.,",gesellschaft,3.104,3.104,,"AG, Berlin"
,Barcelona/Spanien,,,,,
,,,,,,
237,Deutsche Bahn Stiftung,Ideelle und,100.000,100.000,100,DB Mobility Logistics
,"gGmbH, Berlin",materielle,,,,"AG, Berlin"
,,Förderung der,,,,
,,Allgemeinheit,,,,
238,Deutsche Gesellschaft,"Planung, Bau und",2.812.105,703.026,25,Energiewerke Nord
,zum Bau und Betrieb,Betrieb von An-,,,,GmbH
,von Endlagern für,lagen zur Sicher-,,,,
,"Abfallstoffe mbH (DBE),",stellung und zur,,,,
,Peine,Endlagerung von,,,,
,,radioaktiven Ab-,,,,
,,fällen nach § 9,,,,
,,Abs. 3 AtG sowie,,,,
,,von Anlagen zur,,,,
,,Endlagerung,,,,
,,sonstiger Abfälle,,,,
,,,,,,
239,Deutsche Industrieholz,"Handel mit Holz,",500.000356.622,275.000196.142,55,"Stinnes Holz GmbH,"
,"GmbH, Essen",Grubenholz für,,,,Essen
,,"Bergbau, Be- und",,,,
,,Verarbeitung von,,,,
,,Holz,,,,
,,,,,,
240,Deutsche,Kreditinstitut,380.376.060,380.376.060,100,Hypo Real Estate
,"Pfandbriefbank AG,",,,,,"Holding AG,"
,München,,,,,München
,,,,,,
241,Deutsche TRANSFESA,Durchführung,511.292,511.292,100,Transportes
,GmbH Internationale,kaufmännischer,,,,Ferroviarios
,Eisenbahn-Spezial-,"Geschäfte, inbes.",,,,"Especiales S.A.,"
,"Transporte, Kehl",von Transporten,,,,Madrid
,,,,,,
242,Deutsche,Förderung und,1.300.000,975.000,75,"DB Netz AG,"
,Umschlaggesellschaft,Kooperation,,,,Frankfurt/Main
,Schiene-Straße,Schiene-Straße im,,162.500,"12,5",DB Mobility Logistics
,"(DUSS) mbH,",Umschlagbereich,,,,"AG, Berlin"
,Bodenheim,,,,,
,,,,,,
243,"DFS Energy GmbH,",Erzeugung von,5.000.000,5.000.000,100,DFS Deutsche
,Langen,"Strom, Wärme,",,,,Flugsicherung
,,Dampf und Kälte,,,,"GmbH, Langen"
,,sowie die,,,,
,,Versorgung des,,,,
,,Paul-Ehrlich-,,,,
,,"Instituts, Umwelt-",,,,
,,bundesamts und,,,,
,,der DFS Deutsche,,,,
,,Flugsicherung,,,,
,,GmbH mit den,,,,
,,erzeugten Medien,,,,
,,,,,,
244,Doerpener,"Errichtung,",700.000,245.000,35,DB Intermodal
,Umschlaggesellschaft,"Finanzierung,",DM,DM,,"Services GmbH,"
,für den kombinierten,Betrieb einer,,,,Mainz
,"Verkehr mbH (DUK),",öffentl.,,,,
,Dörpen,Umschlaganlage,,,,
,,,,,,
245,"DP Schenker, Kievv.",Transport &,53.826.572,53.826.572,100,DB Mobility Logistics
,Bilohorodka/Ukraine,Logistik,UAH,UAH,,"AG, Berlin"
246,"D-Trust GmbH, Berlin","Entwicklung,",100.000,100.000,100,Bundesdruckerei
,Deutschland,"Herstellung,",,,,"GmbH, Berlin"
,,Lieferung und,,,,
,,Vertrieb von,,,,
,,Produkten und,,,,
,,Dienstleistungen,,,,
,,im Bereich der,,,,
,,Informations-,,,,
,,"technologie, insb.",,,,
,,im Bereich der,,,,
,,Dokumentensiche,,,,
,,r-heit durch den,,,,
,,Einsatz digitaler,,,,
,,Signaturen,,,,
,,,,,,
247,DUSS Italia Terminal,Betriebsführung,100.000,80.000,80,Schenker Italiana
,"s.r.l., Verona/Italien",von Umschlag-,,,,"S.p.A., Peschiera"
,,terminals im,,,,Borromeo
,,kombinierten,,,,
,,Verkehr,,,,
,,,,,,
248,DVA Deutsche,Risikomanage-,1.500.000,975.000,65,DB Mobility Logistics
,Verkehrs-Assekuranz-,ment und,,,,"AG, Berlin"
,"Vermittlungs GmbH,",Versicherung für,,,,
,Bad Homburg,die Deutsche,,,,
,,Bahn AG und,,,,
,,deren Töchter,,,,
,,,,,,
249,"DVA Marine Re S.A.,",Vornahme,3.500.000,3.500.000,100,DVA Deutsche
,Luxemburg/Luxemburg,sämtlicher,,,,Verkehrs-
,,Geschäfte auf,,,,Assekuranz-
,,dem Gebiet der,,,,"Vermittlungs-GmbH,"
,,Rückversicherung,,,,Bad Homburg vor
,,in all ihren,,,,der Höhe
,,Bereichen im In-,,,,
,,und Ausland,,,,
,,,,,,
250,DVA REINSURANCE,Versicherungs-,650.000,650.000,100,DVA Deutsche Ver-
,"LIMITED, Dublin/Irland",makler und,,,,kehrs-Assekuranz-
,,Risikomanagment,,,,"Vermittlungs- GmbH,"
,,,,,,Bad Homburg
,,,,,,
251,ELAG Emder,"Entwicklung,",1.055.000,1.055.000,100,EVAG Emder
,Lagerhaus und,Organisation und,,,,Verkehrs und
,"Automotive GmbH,",Realisierung von,,,,Automotive
,Emden,nat. und,,,,"Gesellschaft mbH,"
,,internationalen,,,,Emden
,,"Fracht-,",,,,
,,Umschlags- und,,,,
,,Lagergeschäften,,,,
,,,,,,
252,Elevator-Gesellschaft,"Entlöschung,",400.000,200.000,50,Stinnes Handel
,"mbH, Hannover",Verwiegung und,DM,DM,,GmbH& Co.
,,Überladung von,,,,"Beteiligungs OHG,"
,,"Getreide, Saaten,",,,,Mühlheim/Ruhr
,,Hülsenfrüchten,,,,
,,und Futtermitteln,,,,
,,,,,,
253,ELSPED Speditions-,Speditions-,55.000,55.000,100,Schenker
,"Gesellschaft m.b.H.,",geschäfte,,,,"Aktiengesellschaft,"
,Hamburg,,,,,Essen
254,Emirates German,Produktion und,411.949,201.855,49,Bundesdruckerei
,Security Printing L.L.C,Vermarktung von,,,,GmbH
,,ID-Lösungen für,,,,
,,die Vereinigten,,,,
,,Arabischen,,,,
,,Emirate und,,,,
,,andere Länder im,,,,
,,Nahen Osten,,,,
,,,,,,
255,EMPRESA DE BLAS Y,Personenverkehr,1.202.024,1.202.024,100,ESFERA
,"CIA COMPANIA S.LA.,",,,,,"UNIVERSAL S.L.,"
,Madrid/Spanien,,,,,Madrid
,,,,,,
256,"ESFERA BUS SLUS.L.,",Personenverkehr,123.686,123.686,100,ESFERA
,Madrid/Spanien,,,,,UNIVERSAL
,,,,,,"SLUS.L., Madrid"
,,,,,,
257,ESFERA UNIVERSAL,,18.740.600,18.740.600,100,Arriva International
,"SLUS.L.,",,,,,"Limited,"
,Madrid/Spanien,,,,,SunderlandARRIVA
,,,,,,SPAIN HOLDING
,,,,,,"S.L., Madrid"
,,,,,,
258,Estacion de autobuses,Transportunter-,60.101,48.165,"80,14","Arriva Noroeste s.l.,"
,"de Ferrol S.A.,",stützende,,,,Ferrol
,Ferrol/Spanien,Gesellschaft,,,,
,,,,,,
259,Etihad Rail DB,,300.000 AED,147.000 AED,49,DB Schenker Rail
,"Operations LLC, Abu",,,,,"(UK) Limited,"
,Dhabi/VAE,,,,,Doncaster
,,,,,,
260,"Euro Cargo Rail SAS,",Schienen-,63.399.222,63.399.222,100,DB France Holding
,Paris/Frankreich,güterverkehr,,,,"SAS, Gennevilliers"
,,,,,,Cedex
,,,,,,
261,"Eurocare Travel Ltd,",Personenverkehr,40.000 GBP,40.000 GBP,100,Arriva (2007)
,Sunderland/,,,,,"Limited, Sunderland"
,Großbritannien,,,,,
,,,,,,
262,EVAG Emder Verkehrs,"Entwicklung,",1.534.000,1.534.000,100,"Schenker AG, Essen"
,und Automotive,Organisation und,,,,
,"Gesellschaft mbH,",Realisierung von,,,,
,Emden,nationalen und,,,,
,,internationalen,,,,
,,"Fracht-,",,,,
,,Umschlags- und,,,,
,,Lagergeschäften,,,,
,,,,,,
263,Express Air Systems,Gestaltung und,180.000,90.000,50,Schenker
,"GmbH (EASY), Kriftel",Vertrieb eines,DM,DM,,"Aktiengesellschaft,"
,,Expressfracht-,,,,Essen
,,verkehrs in Form,,,,
,,eines,,,,
,,kombinierten,,,,
,,Boden-/Luftfracht-,,,,
,,Transports,,,,
,,,,,,
264,"EXTRA.TO S.c.a.r.l.,",Bietgesellschaft,100.000,30.010,"30,01",SADEM-SOCIETA
,Torino/Italien,,,,,"PER AZIONI, Torino"
,,,,,,
265,"Facility Plus B.V.,",Immobilien-,90.756,90.756,100,Schenker Nederland
,Tilburg/Niederlande,gesellschaft,,,,"B.V.,Tilburg"
266,FCS Flight Calibration,Flugvermessung,400.000,220.000,55,DFS Deutsche
,"Services GmbH,",von Navigations-,DM,DM,,Flugsicherung
,Braunschweig,anlagen,,,,"GmbH, Langen"
,,,,,,
267,"Fertrans AG, Buchs SG",Vermittlung und,500.000,500.000,100,DB Schweiz Holding
,,Durchführung von,CHF,CHF,,"AG, Zug"
,,"Speditions-,",,,,
,,Fracht- und,,,,
,,Lageraufträgen,,,,
,,,,,,
268,Finanzierungs- und,Abwicklung von,5.112.919,5.112.919,100,KfW Beteili-
,Beratungsgesellschaft,Währungs- und,,,,"gungsholding GmbH,"
,"(FuB), Berlin",vereinigungsbe-,,,,Bonn
,,dingte Sonderauf-,,,,
,,gaben,,,,
,,,,,,
269,"Flint Nominees Ltd,",Finanzdienstleistu,5.268.000,5.268.000,100,FMS-WM
,London,ngsinstitut (§ 1,GBP,GBP,,
,,Abs. 1a KWG),,,,
,,,,,,
270,FMS Wertmanagement,Anbieter von,50.000,50.000,100,FMS-WM
,"Service GmbH,",Nebendienst-,,,,
,München,leistungen,,,,
,,,,,,
271,FSN Fahrzeugservice,Betrieb einer,50.000,23.750,"47,5",Saar-Pfalz-Bus
,"Neunkirchen GmbH,",Werkstatt für,,,,"GmbH, Saarbrücken"
,Neunkirchen,Omnibusse und,,,,
,,sonstige Fahr-,,,,
,,zeuge am,,,,
,,Standort der,,,,
,,Neunkircher,,,,
,,Verkehrs-AG,,,,
,,,,,,
272,Gardermoen,Terminalgesell-,1.020.000,339.660,"33,3","Schenker AS, Oslo"
,"Perishables Center AS,",schaft,NOK,NOK,,
,Gardermoen/Norwegen,,,,,
,,,,,,
273,GCRC Holdings,,100.000,100.000,100,Arriva UK Trains
,"Limited,",,GBP,GBP,,"Limited, Sunderland"
,YorkSunderland/,,,,,
,Großbritannien,,,,,
,,,,,,
274,GESA Gesellschaft,,100.000,100.000,100,Bundesanstalt für
,zur Entwicklung und,,,,,Immobilienaufgaben
,Sanierung von,,,,,(bis 31.12.2013
,"Altstandorten mbH,",,,,,Bundesanstalt für
,Berlin2),,,,,vereinigungs-
,,,,,,bedingte
,,,,,,Sonderaufgaben)
,,,,,,
275,Gesellschaft zur,Halten von,85.709.822,72.265.159,"84,31",Kreditanstalt für
,Beteiligungsverwaltung,"Beteiligungen,",,,,"Wiederaufbau (KfW),"
,GZBV mbH & Co. KG,insb. Aktien der,,,,Frankfurt/Main
,,Airbus Group N.V.,,,,
,,,,,,
276,GfI - Gesellschaft für,Gesellschaft,52.000,52.000,100,Deutsche
,Immobilienentwicklung,befindet sich in,,,,"Pfandbriefbank AG,"
,und -verwaltung mbH,Abwicklung –,,,,München
,"i.L., Stuttgart",keine operativen,,,,
,,Tätigkeiten mehr,,,,
277,GIZ-Festo Training,Dienstleistungen,500.000 SAR,251.000 SAR,51,Deutsche
,"Services L.L.C, Riad,",im Bereich der,,,,Gesellschaft für
,Saudi-Arabien,"Berufs-, Aus- und",,,,Internationale
,,Weiterbildung,,,,Zusammenarbeit
,,(aufgrund,,,,(GIZ) GmbH
,,ausstehender,,,,
,,Eintragungen war,,,,
,,Gesellschaft zum,,,,
,,31.12.14 noch,,,,
,,nicht aktiv),,,,
278,Grand Central Railway,,"100.000,10","100.000,10",100,Arriva UK Trains
,"Company Limited,",,GBP,GBP,,"Limited, Sunderland"
,YorkSunderland/,,,,,
,Großbritannien,,,,,
,,,,,,
279,GroupEAD Europe,Betreiben einer,1.000.000,360.000,36,DFS Deutsche
,"S.L., Madrid/Spanien",europäischen,,,,Flugsicherung
,,Flugdatenbank,,,,"GmbH, Langen"
,,,,,,
280,Halmstadsakarnas,,5.044.000,1.585.834,"31,44",Schenker Filen 8
,"Fastighets AB,",,SEK,SEK,,"Aktiebolag, Göteborg"
,Halmstad/Schweden,,,,,
,,,,,,
281,Hanekamp Busreisen,Personenbeförde-,78.000,78.000,100,Weser-Ems
,"GmbH, Cloppenburg",rung mit Kfz im,,,,Busverkehr GmbH
,,Linienverkehr,,,,"(WEB), Bremen"
,,,,,,
282,HANGARTNER,,1.000.000,1.000.000,100,Schenker Schweiz
,"Terminal AG,",,CHF,CHF,,"AG, Zürich"
,AarauZürich,,,,,
,,,,,,
283,HANGARTNER,Transport &,517.000,517.000,100,DB Mobility Logistics
,"Terminal S.r.l., Verona",Logistik,,,,"AG, Berlin"
,,,,,,
284,"Hansa Rail GmbH i.L.,",Vermarktung von,205.000,102.500,50,DB Schenker Rail
,Mainz,Bahnleistungen im,,,,"Aktiengesellschaft,"
,,konventionellen,,,,Mainz
,,Wagenladungsver,,,,
,,kehr,,,,
,,,,,,
285,Herber Hausner,Spedition,49.000.000,49.000.000,100,DB Hungaria Holding
,"Szállitmányozási Kft.,",,HUF,HUF,,"Kft., Budapest"
,Vesces,,,,,
,,,,,,
286,Hypo Pfandbrief Bank,Kreditinstitut,1.000.000,1.000.000,100,"DEPFA Bank plc,"
,"International S.A.,",,,,,Dublin
,Luxemburg,,,,,
,,,,,,
287,Hypo Property,Finanzunternehm,200.000 GBP,200.000 GBP,100,"Flint Nominees Ltd,"
,"Investment Ltd.,",en (§ 1 Abs. 3,,,,London
,London,KWG),,,,
,,,,,,
288,Hypo Property Services,Finanzunternehm,100.000 GBP,100.000 GBP,100,"Flint Nominees Ltd,"
,"Ltd, London",en (§ 1 Abs. 3,,,,London
,,KWG),,,,
,,,,,,
289,Hypo Public Finance,Kreditinstitut,514.900.000,514.900.000,100,"DEPFA Bank plc,"
,"Bank puc, Dublín",,,,,Dublin
,,,,,,
290,Hypo Real Estate,Finanzdienstleistu,411.500.000,411.500.000,100,FMS-WM
,"Capital Corp., New",ngsinstitut (§ 1,USD,USD,,
,York,Abs. 1a KWG),,,,
291,Hypo Real Estate,Gesellschaft,26.715.000,26.715.000,100,Deutsche
,Capital India,befindet sich in,INR,INR,,"Pfandbriefbank AG,"
,Corporation Private Ltd,Abwicklung/keine,,,,München
,"i.L., Mumbai",operative Tätigkeit,,,,
,,mehr,,,,
,,,,,,
292,Hypo Real Estate,Kreditvermittler/,30.000.000.000,30.000.000.000,100,Deutsche
,Capital Japan,gewerbliche,JPY,JPY,,"Pfandbriefbank AG,"
,"Corporation, Tokio",Immobilienfinanz-,,,,München
,,ierung auf dem,,,,
,,jap. Markt,,,,
,,,,,,
293,Hayabusa Godo,"Erwerb,",70.000.000 JPY,70.000.000,100,Hypo Real Estate
,"Kaisha, Tokio","Entwicklung,",,JPY,,Capital Japan
,,"Verwertung,",,,,"Corporation, Tokio"
,,Vermittlung und,,,,
,,Verwaltung von,,,,
,,Grundstücken,,,,
,,(Rettungserwerb),,,,
,,,,,,
294,Hypo Real Estate,Vehikel zur,50.000,50.000,100,Deutsche
,"International Trust I,",Ausgabe von,,,,"Pfandbriefbank AG,"
,"Wilmington, Delaware",Hybrid Anleihen,,,,München
,,,,,,
295,I.M. „Moldromukrtrans“,,3.900.000,1.299.870,"33,33",Schenker Romtrans
,"S.R.L.,",,MDL,MDL,,"S.A., Bukarest"
,Chisinau/Moldawien,,,,,
,,,,,,
296,IMMO Immobilien,Anbieter von,28.723.500,28.723.500,100,Deutsche
,Management GmbH &,Nebendienst-,,,,"Pfandbriefbank AG,"
,"Co. KG, München",leistungen,,,,München
,,(Verwaltung,,,,
,,eigenen,,,,
,,"Vermögens,",,,,
,,"einschl. Erwerb,",,,,
,,Halten und,,,,
,,Veräußern von,,,,
,,Beteiligungen,,,,
,,,,,,
297,"Infra Silesia S.A.,",Landtransport,1.442.000,1.442.000,100,DB Schenker Rail
,Rybnik/Polen,,PLN,PLN,,"Polska S.A., Zabrze"
,,,,,,
298,Intercambiador de,Personenverkehr,13.250.000,3.975.000,30,EMPRESA DE BLAS
,Transportes Principe,,,,,"Y CIA S.L., Madrid"
,"PIO S.A.,",,,,,
,Madrid/Spanien,,,,,
,,,,,,
299,INTERCONTAINER -,Organisation und,18.300.000,3.089.040,"16,88",DB Schenker Rail
,"INTERFRIGO SA i.L.,",Entwicklung von,,,,"Aktiengesellschaft,"
,Basel/Schweiz,kombinierten,,,,Mainz
,,Transporten unter,,1.712.880,"9,36",DB Schenker Rail
,,geregelter,,,,"Nederland N. V.,"
,,Temperatur,,,,Utrecht
,,,,214.110,"1,17",DB Schenker Rail
,,,,,,"Scandinavia A/S,"
,,,,,,Taastrup
,,,,1.712.880,"9,36",DB Schenker Rail
,,,,,,"(UK) Limited,"
,,,,,,Doncaster
,,,,,,
300,Intertec Beteiligungs-,Handel mit,5.000.000,5.000.000,100,DB Mobility Logistics
,"GmbH, Landau",technischen und,,,,"AG, Berlin"
,,verwandten,,,,
,,Produkten aller Art,,,,
301,INTERTEC Polska Sp.,Sortimente,504.000,504.000,100,Intertec Beteiligungs-
,"zo.o., Warschau/Polen",,PLN,PLN,,"GmbH, Landau"
,,,,,,
302,Intreprinderea Mixta,,258.000,250.805,"97,2112",Schenker Romtrans
,"“S.C. Schenker” S.R.L.,",,USD,USD,,"S.A., Bukarest"
,Chisinau/Modawien,,,,,
,,,,,,
303,"Joyau S.A., Montaigu",Nationaler,322.276,322.092,"99,9429","Schenker SA,"
,Cedex/Frankreich,Landverkehr,,,,Gennevilliers
,,,,,,
304,Kahlgrund-Verkehrs-,Betrieb der,6.574.000,1.840.720,28,DB Regio
,"GmbH, Schöllkrippen",Eisenbahn,DM,DM,,"Aktiengesellschaft,"
,,zwischen Kahl,,,,Frankfurt/Main
,,(Main) und,,,,
,,Schöllkrippen zum,,,,
,,Zweck der,,,,
,,Beförderung von,,,,
,,Personen und,,,,
,,Gütern,,,,
,,,,,,
305,KfW,Erwerb und Halten,325.000.000,325.000.000,100,Kreditanstalt für
,Beteiligungsholding,von Beteiligungen,,,,"Wiederaufbau (KfW),"
,"GmbH, Bonn",an anderen Kapi-,,,,Frankfurt/Main
,,talgesellschaften,,,,
,,,,,,
306,"KfW IPEX-Bank GmbH,",Betrieb von Kredit-,1.100.000.000,1.100.000.000,100,KfW IPEX-
,Frankfurt/Main,und Garantiege-,,,,Beteiligungs- holding
,,geschäften im In-,,,,"GmbH,"
,,teresse der,,,,Frankfurt/Main
,,deutschen und,,,,
,,europäischen,,,,
,,Wirtschaft,,,,
,,(gegründet 03/07),,,,
,,,,,,
307,KfW IPEX-,Erwerb und Halten,2.560.000,2.560.000,100,Kreditanstalt für
,Beteiligungsholding,von Beteiligungen,,,,"Wiederaufbau (KfW),"
,"GmbH, Frankfurt/Main",an anderen,,,,Frankfurt/Main
,,Kapitalgesell-,,,,
,,schaften,,,,
,,,,,,
308,Kiinteistö Oy Helsingin,,6.727.517,6.727.517,100,Oy Schenker East
,"Metsäläntie 2-4,",,,,,"AB, Helsinki"
,Helsinki/Finnland,,,,,
,,,,,,
309,Kiinteistö Oy Porin,Immobilien-,63.000,63.000,100,Oy Schenker East
,"Kiitolinja, Pori/Finnland",gesellschaft,,,,"AB, Helsinki"
,,,,,,
310,Kiinteistö Oy Reininkatu,Immobilien-,422.500,422.500,100,Oy Schenker East
,"9, Vaasa/Finnland",gesellschaft,,,,"AB, Helsinki"
,,,,,,
311,Kiinteistö Oy Seinäjoen,Immobilien-,122.400,122.400,100,Oy Schenker East
,"Kiitolinja-asema,",gesellschaft,,,,"AB, Helsinki"
,Seinäjoki/Finnland,,,,,
,,,,,,
312,Kiinteistö Oy Turun,Immobilien-,1.901.790,1.901.790,100,Oy Schenker East
,"Nosturinkatu 6,",gesellschaft,,,,"AB, Helsinki"
,Turku/Finnland,,,,,
,,,,,,
313,Kiinteistömaaliikenne,Immobilien-,2.475.000,1.353.825,"54,7",Oy Schenker East
,"Oy, Helsinki/Finnland",gesellschaft,,,,"AB, Helsinki"
,,,,,,
314,"KM S.P.A.,",,2.370.000,1.161.300,49,S.A.B.
,Cremona/Italien,,,,,AUTOSERVIZI
,,,,,,"S.R.L., Bergamo"
315,"KOB GmbH,",Personenbeförde-,300.000,210.000,70,Omnibusverkehr
,Oberthulba,rung mit Kfz im,,,,Franken GmbH
,,Linienverkehr ein-,,,,"(OVF), Nürnberg"
,,schließlich des,,,,
,,nicht genehmi-,,,,
,,gungspflichtigen,,,,
,,"Verkehrs, im Ge-",,,,
,,legenheitsverkehr,,,,
,,,,,,
316,Kombiverkehr,Organisation und,7.386.500,32.000,"0,43324",Schenker
,Deutsche Gesellschaft,Durchführung von,,,,"Aktiengesellschaft,"
,für kombinierten,Transporten von,,,,Essen
,Güterverkehr mbH &,Lastfahrzeugen,,16.000,"0,21662","BTL Nord GmbH,"
,"Co. KG, Frankfurt/Main",und Behältern auf,,,,Lübeck
,,der Schiene,,3.789790.000,"51,3098",DB Mobility Logistics
,,,,,,"AG, Berlin"
,,,,16.000,"0,21662",DB Schenker BTT
,,,,,,"GmbH, Mainz"
,,,,16.000,"0,21662",HANGARTNER
,,,,,,"Terminal AG, Aarau"
,,,,16.000,"0,21662",SCHENKER
,,,,,,BETEILIGUNGS
,,,,,,"GmbH & Co. OHG,"
,,,,,,Mühlheim/Ruhr
,,,,16.000,"0,21662",Transa Spedition
,,,,,,"GmbH, Offenbach"
,,,,,,
317,Kreisbahn Aurich,Betrieb von,1.935.000,644645.999 000,"33,3333",Weser-Ems
,"GmbH, Aurich",Kraftfahrlinien,DM,DM,,Busverkehr GmbH
,,sowie,,,,"(WEB), Bremen"
,,Gelegenheits-,,,,
,,verkehr mit,,,,
,,Omnibussen,,,,
,,,,,,
318,Langtradaren i,Immobilien-,1.600.000,1.600.000,100,Schenker Property
,"Jämtland AB,",gesellschaft,SEK,SEK,,"Sweden AB,"
,Göteborg/Schweden,,,,,Göteborg
,,,,,,
319,LGP Lagerhaus-,Gewinnorientierte,154.000,100.100,65,TGP Terminalgesell-
,gesellschaft Pfullendorf,Dienstleistungen,,,,schaft Pfullendorf
,"mbH i.L., Pfullendorf","im Umschlag-,",,,,"GmbH, Pfullendorf"
,,Kommissionier-,,,,
,,und Lagerbereich,,,,
,,,,,,
320,LHD Group GmbH,,500.000,500.000,100,LH Bundeswehr-
,,,,,,Bekleidungsge-
,,,,,,"sellschaft mbH, Köln"
321,"LMG2, LLC",Beteiligungs-,1.000.000 USD,250.000 USD,25,"Upgrade 1 LLC,"
,Wilmington/ Virginia,gesellschaft mit,,,,Wilmington/Delawar
,,überwiegend nicht,,,,e
,,finanziellem,,,,
,,Anteilsbesitz,,,,
,,,,,,
322,"Loadhaul Ltd,",Schienen-,7.000.000,7.000.000,100,Boreal & Austral
,Doncaster/,güterverkehr,GBP,GBP,,"Railfreight Ltd,"
,Großbritannien,,,,,Doncaster
,,,,,,
323,Logística Sanmival,,210.000,157.500,75,Transportes
,"S.L., Aduana",,,,,Ferroviarios
,Burgos/Spanien,,,,,"Especiales, S.A.,"
,,,,,,Madrid
324,Lokomotion,"Entwicklung, Pla-",2.600.000,780.000,30,DB Schenker Rail
,Gesellschaft für,"nung, Erprobung,",,,,"Aktiengesellschaft,"
,"Schienentraktion mbH,",Vermarktung und,,,,Mainz
,München,Durchführung von,,,,
,,Schienentraktions-,,,,
,,leistungen,,,,
,,,,,,
325,London and North,Schienen-,7.757.204,7.757.204,100,Arriva UK Trains
,Western Railway,personenverkehr,GBP,GBP,,"Limited, Sunderland"
,"Company Limited,",,,,,
,Sunderland/,,,,,
,Großbritannien,,,,,
,,,,,,
326,Luxemburger Transport,,53.785,53.785,100,"SCHENKER N.V.,"
,"Logistik Diekirch S.A.,",,,,,Antwerpen
,Wilwerdange/,,,,,
,Luxemburg,,,,,
,,,,,,
327,"M40 Trains Limited,",Holding-,376.310311,376.311,100,DB Regio UK
,LondonSunderland/Gro,gesellschaaft,GBP,GBP,,"Limited,"
,ßbritannien,,,,,LondonArriva Trains
,,,,,,"Holdings Limited,"
,,,,,,Sunderland
328,"Mainline Freight Ltd,",Schienen-,8.600.000,8.600.000,100,Boreal & Austral
,Doncaster/Großbritanni,güterverkehr,GBP,GBP,,"Railfreight Ltd,"
,en,,,,,Doncaster
,,,,,,
329,"Marcroft Holdings Ltd,",Holding-,140.000,140.000,100,Railway Investments
,Doncaster/,gesellschaft,GBP,GBP,,"Ltd, Doncaster"
,Großbritannien,,,,,
,,,,,,
330,Maurer Electronics,"Entwicklung,",70.000,70.000,100,Bundesdruckerei
,"GmbH, München",Planung und,,,,"GmbH, Berlin"
,Deutschland,Vertrieb von,,,,
,,elektronischen,,,,
,,und feinmech.,,,,
,,Geräten,,,,
,,,,,,
331,"Mataki Kemi AB,",,10.000.000,10.000.000,100,Stinnes Logistics
,Malmö,,SEK,SEK,,"GmbH,"
,,,,,,Mühlheim/Ruhr
,,,,,,
332,MDL Distribución y,Lagerung von,120.000,120.000,100,Transfesa
,Logistica S.A.,Transporten,,,,Ferroviarios
,Madrid/Spanien,,,,,"Especiales S.A.,"
,,,,,,Madrid
,,,,,,
333,MegaHub Lehrte,Betreiben einer,1.200.000,900.000,75,Deutsche Umschlag-
,Betreibergesellschaft,öffentlichen Um-,,,,ges. Schiene -
,"mbH, Hannover",schlaganlage für,,,,"Straße (DUSS) mbH,"
,,den kombinierten,,,,Bodenheim
,,Verkehr in Lehrte,,,,
,,,,,,
334,Merseyside Transport,Mantelgesellschaft,900.000,900.000,100,Arriva Motor
,"Limited, Sunderland/",,GBP,GBP,,"Holdings Limited,"
,Großbritannien,,,,,Sunderland
335,Mitteldeutsche,Durchführung,100.000,80.000,80,DB Schenker Rail
,"Eisenbahn GmbH,",schienengebun-,,,,"Aktiengesellschaft,"
,Merseburg,dener Logistik-,,,,Mainz
,,dienstleistungen in,,,,
,,und zwischen An-,,,,
,,schlussbahnbe-,,,,
,,trieben,,,,
,,,,,,
336,Moor-dale Coaches,Personenverkehr,500.000,500.000,100,TGM (Holdings)
,"Limited, Sunderland/",,GBP,GBP,,"Limited, Sunderland"
,Großbritannien,,,,,
,,,,,,
337,"MTL Services Limited,",Holding-,12.000.0008.679,12.000.0008.679,100,"Arriva Plc,"
,Sunderland/,gesellschaft,.776 GBP,.776,,Sunderland
,Großbritannien,,,GBP,,
,,,,,,
338,Network Colchester,Personenverkehr,335.000,335.000,100,TGM (Holdings)
,"Limited, Sunderland/",,GBP,GBP,,"Limited, Sunderland"
,Großbritannien,,,,,
,,,,,,
339,"Nitravel s.r.o.,",,190.309,190.309,100,"Arriva Nitra a.s.,"
,Nitra/Slowakei,,,,,Nitra
,,,,,,
340,"NordCargo S.r.I.,",Durchführung,3.000.100,1.800.060,60,DB Schenker Rail
,Mailand/Italien,und/oder,,,,"Italia s.r.I., Novate"
,,Vermarktung von,,,,Milanese
,,Schienengüter-,,,,
,,verkehr,,,,
,,,,,,
341,"Northern Spirit Limited,",Mantelgesellschaft,325.000,325.000,100,Arriva Motor
,Sunderland/,,GBP,GBP,,"Holdings Limited,"
,Großbritannien,,,,,Sunderland
,,,,,,
342,Northern Spirit Trains,Mantelgesellschaft,3.500.000,3.500.000,100,Arriva Motor
,"Limited,",,GBP,GBP,,"Holdings Limited,"
,Sunderland/Großbritan,,,,,Sunderland
,nien,,,,,
,,,,,,
343,NSH Nahverkehr,Erstellung trans-,50.000,12.250,"24,5","Autokraft GmbH, Kiel"
,Schleswig-Holstein,parenter und zeit-,,,,DB Regio
,"GmbH, Kiel",naher Abrech-,,11.200,"22,4","Aktiengesellschaft,"
,,nungen über Ein-,,,,Frankfurt/Main
,,nahmen der Ge-,,,,
,,sellschafter aus,,,,
,,dem SH-Tarif,,,,
,,,,,,
